id,text,creation_date,post_id,user_id,user_display_name,score
37740118,"Well, I've been programming for 40 years, and I can't figure out what you're doing with that first code segment.  Break it up into 3-4 lines so you can understand it and debug it.",2014-06-25 01:16:20.019999 UTC,24398542,581994,,1
62243310,I can confirm that that file does not contain a definition of `io` so it's clearly not the right file or not the complete file.  Something must be messed up with your server-side installation of socket.io.  What did you do when installing socket.io on the server?  Did you copy any files around manually after installing?,2016-05-21 16:06:16.483000 UTC,37357683,816620,,0
11588578,"As from [Apple docs](https://developer.apple.com/library/ios/#documentation/CoreData/Reference/NSFetchedResultsController_Class/Reference/Reference.html), make sure that the first item in your `NSSortDescriptor` array properly sorts the objects by `@""status""`. Also from the same page: `If you are using a cache, you must call deleteCacheWithName: before changing any of the fetch request, its predicate, or its sort descriptors. You must not reuse the same fetched results controller for multiple queries unless you set the cacheName to nil.`",2012-02-09 06:45:54.920000 UTC,9204989,809614,,1
34374374,"yes, this solved errors, thanks",2014-03-22 17:05:04.556999 UTC,22577886,3449603,,1
12905916,@user Follow the identical links that RRUZ and Andreas gave you and you will see why it is 3 chars long,2012-04-09 21:08:36.269999 UTC,10079446,505088,,0
72607148,hmmm. like i said like I said missing missing '.   VTC,2017-03-12 07:58:00.203000 UTC,42735168,607314,,0
33167069,Do you see your BHO in Manage Add-ons window of IE?,2014-02-20 07:30:54.240000 UTC,21898183,2855440,,0
19220839,Have you tried turning off `Add Deployable Dependencies`?,2012-12-18 19:05:18.092999 UTC,13939671,1466627,,0
60880211,when i try $this->Session->read('Auth.User') it work and print the same thing than $this->Auth->user()  and when i try $this->Session->read('Auth.User.0') it print the same thing but (int) 0 => array is removed,2016-04-15 09:28:05.440000 UTC,36642670,6107920,,0
26837807,"Hi, Thanks for ur reply.but, I am unable to do it bcz DB operations are executing at that time on main thread",2013-08-17 19:34:22.892999 UTC,18291891,2304304,,0
34819586,"@cppython Actually I think it will make ""I don't want you to have full construct access to `class B`"" clearer. :)",2014-04-03 05:45:34.167000 UTC,22827334,866732,,0
4601736,any reason you that you prefer `params[:controller]` over `contrller.controller_name`? I've always done the latter.,2010-11-22 18:09:09.632999 UTC,4248625,480943,,0
46889192,"@phari Yes. All interviewees in all rooms are in the picture. The room information is there because sometimes there will be someone in a room and sometimes there won't. There can not be more than 1 person in a room. So if we have 5 rooms, then there are at most 5 people being interviewed, but there could be 0. Does this answer your question?",2015-03-30 16:59:19.397000 UTC,29338721,4530955,,0
62028851,So what would the result of your second condition be? It is not entirely clear,2016-05-16 09:19:53.200000 UTC,37250271,5635580,,0
63599412,There is similar question. Please see one of [suggestion](https://stackoverflow.com/questions/20838344/sql-the-conversion-of-a-varchar-data-type-to-a-datetime-data-type-resulted-in/38081347#38081347) that can be done.,2016-06-28 16:24:45.890000 UTC,15275813,6501154,,0
4977382,"As @Alexn mentioned, PHP is server-side. There's nothing on the client that would know how to handle an incoming/outgoing file (unless you used a Java/Flash/Silverlight plugin as the chat client and used PHP on the back-end to coordinate the connection.",2010-12-27 20:56:10.996999 UTC,4541339,298053,,1
69786011,Thank you so much but for some reason the icon string is not working for me i have tryed to change it around quit abit but still nothing think yoiu could help out there agian?,2016-12-22 21:11:36.417000 UTC,41290921,7127740,,0
10611637,"@Quincy yes, only one accepted answer - but (once you get 15 rep) you can vote up all helpful answers.",2011-12-19 12:42:56.509999 UTC,8559609,243245,,0
31803062,"I have provided an alternative. But, there could be other ways to do it as well.",2014-01-15 09:34:32.217000 UTC,21133257,1369754,,0
28230388,"Ok, so you are saying that I should delete my str_replace when echoing the txt file on the text area?",2013-09-30 13:21:49.289999 UTC,19095264,2598619,,0
13152858,"I don't understand ""This should eliminate a user from having Access open when a form of Report or Form does.""  Did you mean to type something else?",2012-04-19 20:10:14.387000 UTC,10235751,385844,,0
53328649,"In his code it would be `dispatchEvent(new WindowEvent(CountdownTimer.this, WindowEvent.WINDOW_CLOSING));`, though.",2015-09-23 15:43:11.266999 UTC,32743952,4857909,,0
24073521,I want to show this data in the HTML. I want that part code,2013-05-23 17:41:23.960000 UTC,16706797,2379082,,0
35679602,How can I do that? I need the indices where I have 1 in the logical vector ``temp1``,2014-04-26 02:58:02.519999 UTC,23305994,2838606,,0
8102170,Interesting concept.,2011-07-25 18:13:22.647000 UTC,6820402,147845,,0
70059269,"@luschn: thanks for your reply. Yes, I did check it, just double checked, no errors :(",2017-01-02 12:33:41.049999 UTC,41426743,6340986,,0
56420891,Isn't `ASP_NET` supposed to be `ASPNET_ENV` instead? That's how I see it in Windows at least.,2015-12-17 16:37:19.049999 UTC,34338977,24975,,0
2449016,"That makes sense considering $a['test'] and ""$a[test]"" are also equivalent. But one does wonder why PHP has so many ""features"" that don't add any real benefit but just lead to unexpected or unpredictable behavior...",2010-03-17 05:25:57.687000 UTC,2460030,40,,3
1179171,"Being pedantic: Javascript across platforms is very similar, the bit where most of the incompatibilities show up is in the DOM.",2009-08-27 21:43:34.349999 UTC,1341295,8655,,3
49216500,Sorry about the MySQL tag I'm still pretty new to this all. What i was asking if there is any better way to write the Query then what i have done. This is only my second project so i just want to get an opinion if I'm doing it right or if there is a way to make it more efficient. So not to physically type in `1790`. because i would have to make like 40 changes later on when changes happen,2015-06-01 12:18:19.796999 UTC,30572821,4706807,,0
15462099,check understanding safe validation rules in google.,2012-07-26 09:38:28.779999 UTC,11665987,243782,,0
19668380,It helps to state exactly what the problem you are having is.,2013-01-07 01:58:39.532999 UTC,14188885,1827992,,1
25410915,"Thanks for the response 
Its not working on IE 7,8,9 and 10",2013-07-05 08:35:16.059999 UTC,17484409,2474901,,0
17783892,"No, the question is ""I want to count number of rows on Sheet1"", and this is an answer (an alternate answer, not using his method to check rows). And to Scott, this depends on the data in sheets, and whatever intention does the OP have. I've seen ""number of rows"" period, I give this as answer.",2012-10-26 13:54:28.292999 UTC,13088184,1627055,,0
33533331,"I let you manage the inheritance from UrlGenerator because I make a dirty code =). I've discover another way. You can add a setter in your service : calls: - [setSession, [""@session""]]",2014-02-28 21:16:10.947000 UTC,22099998,3361444,,0
34710467,"Yea, omnicontacts was very easy but didn't import phone numbers, which is very weird and doesn't solve the problem",2014-03-31 17:29:15.753000 UTC,22649142,673859,,0
21884058,Btw you have 'payement' instead of 'payment',2013-03-17 18:50:37.016999 UTC,15463232,1970318,,0
18334288,For me it doesn't work in IE9 (standart mode if it matters) I've changed >=9 to >9 to make it working. But what about IE10?,2012-11-16 13:06:37.599999 UTC,6180819,669527,,0
47463942,What are you trying to condense specifically? If this is working code you are asking about it may be more appropriate for [code review](http://codereview.stackexchange.com/help/on-topic).,2015-04-15 22:43:39.256999 UTC,29662156,2891664,,1
43577213,Thank you sooo much,2014-12-20 00:48:24.910000 UTC,27556050,4374634,,0
19361293,create Selection class through manifest file and add your second xml file to your setContentView() of Selection class.,2012-12-24 10:08:21.849999 UTC,14019843,1900994,,0
39508493,@Barmar . . . You can vote to close with a recommendation that it be transferred to that site.,2014-08-16 14:29:28.723000 UTC,25341016,1144035,,0
4402170,Then there is almost no way.... unless you can say an 'empty' value (if you parsed it as a valid query string) is 100% sure not going to happen (just loop through the result of `parse_str` & add the current key to the previous value if the value of the current key is an empty string.,2010-11-03 22:07:45.233000 UTC,4092055,358679,,0
38870942,"Do these statements `myMap[""func1""] = &f1;`, `myMap[""func2""] = &f2;` appear outside a function definition body?",2014-07-28 17:07:17.086999 UTC,25000397,1413395,,2
57379689,"Thank you for the useful answer, but if I should declare the actionlistener class in a separate file, how can I access the buttons and modify the textfield? If you could maybe edit your answer and provide me with some example code that would be awesome! :)",2016-01-15 19:49:19.430000 UTC,34818451,4215088,,0
33273089,"@AakashGoel the code will do work with both number and strings. But your javascript `make_entry` will always receive a string (either containing text like `""excel""` or a number like `""610""`. This shouldn't be an issue unless `make_entry` explicitly checks the type passed and behaves differently with numbers and strings",2014-02-22 20:56:08.369999 UTC,21959352,1579327,,0
16059846,"yes it can be done, yes you need ajax, other than that what did you expect from us?",2012-08-20 03:48:32.677000 UTC,12032049,,user557846,0
6849976,"I have tried using .hide and .show but `Private Sub Form1_Load(ByVal sender As System.Object, ByVal e As System.EventArgs) Handles MyBase.Load Me.Hide() 'Opacity = 0 End Sub` doesn't want to work for me",2011-05-09 21:21:51.842999 UTC,5941692,745602,,0
65180210,Possible duplicate of [Missing MVC template in Visual Studio 2015](http://stackoverflow.com/questions/32613505/missing-mvc-template-in-visual-studio-2015),2016-08-12 06:31:07.427000 UTC,38911222,1207195,,0
26406640,I'll research interfaces. I want to do it properly. No shortcuts.,2013-08-04 23:46:07.920000 UTC,18048630,579413,,2
30094400,Removal of war from deploy folder is normal behaviour. Are you saying you are not able to see your component in webapps folder?,2013-11-25 06:01:41.253000 UTC,20177863,859518,,0
39767240,"@har07 -- Wow... thanks for helping me with that, my brain just is not working today! So simple.
Just out of curiosity, what would be the better LINQ way to do this?",2014-08-25 07:10:58.542999 UTC,25480445,2293159,,0
41936920,No error in console,2014-10-31 04:59:35.282999 UTC,26651762,2490341,,0
3163892,"Technically the stock implementations ""are multi-threaded"". But because of the Global Interpreter Lock only one thread can execute at a time. So in essence...no they are not multi-threaded. 

This applies to both Ruby and Python.",2010-06-21 16:54:33.773000 UTC,3086582,209878,,3
6465404,"Dont understand the downvotes. Because `var_export()`, `var_dump()` and `print_r()` have all slightly different formats, this one should at least get mentioned.",2011-04-14 15:54:03.816999 UTC,5665907,421223,,3
69799522,"Hi Venkata. I have already configured this. Even if the instance cap value is not set; the default value for number of EC2 instances in 20. 

Is there a way in which I can spin say 20 machines right when the jib starts( since the job will launch one instance after another, that too if the load on the first instance increases, which will not increase in my case).",2016-12-23 09:24:58.127000 UTC,41280623,6086316,,0
15980805,"btw, slightly unrelated, but you should close the connection in a finally block (otherwise you would run in to connection leaks).",2012-08-16 10:50:07.529999 UTC,11985445,240078,,0
42319994,you can refer this http://msdn.microsoft.com/en-us/library/system.web.ui.webcontrols.listview.itemdatabound%28v=vs.110%29.aspx,2014-11-12 08:15:29.392999 UTC,26881514,2978469,,0
600565,"This is fine, except that you still need to do bounds-checking first, and at that point I'm not sure whether int.parse(foo.ToString()) is faster.",2009-04-26 03:39:11.750000 UTC,239107,47773,,2
68257443,Dont you think you can perfectly have all these conditions met for a named type as well? This answer looks incorrect.,2016-11-09 13:02:11.437000 UTC,7571475,661933,,0
62349054,"@le_m you obviously couldn't use the objects themselves as the elements of the Set, but you could construct a key the same way this example is and simply put it in a set rather than re-purposing an object to act as a set.",2016-05-24 19:04:55.046999 UTC,37401713,1810460,,1
71547730,"I know that it's not generalized solution, in my project i am also using armadillo library over my own classes/structures. But thank you very much for every remark you can give me.",2017-02-12 20:32:30.362999 UTC,42191325,7553888,,0
50932667,In this (and many) other apps I have situations where views constantly need to change parents. I dont want to waste code checking if the parent exists before changing parents.,2015-07-17 19:59:04.326999 UTC,31482756,3324388,,0
28852192,@jowie The PRTween link should be https://github.com/dominikhofmann/PRTween,2013-10-18 19:04:07.862999 UTC,6267259,774,,1
2492879,@NS use DISTINCT to get rid of multiple rows.,2010-03-23 09:00:24.137000 UTC,2497802,134967,,0
23381580,@Karlson update to last comment : the link I gave is to oauth2 ?,2013-05-01 21:16:57.903000 UTC,16325910,470184,,0
50068870,@LasseV.Karlsen Thank you very much but I got a downvote for my answer and I didn't understand why. Maybe Enigmativity will explain it to me.,2015-06-24 08:51:01.476999 UTC,31019839,2729609,,0
18868428,That would make the inner divs have the same width as the outer div. The OP stated that they have variable width.,2012-12-05 22:01:36.890000 UTC,13732992,1819283,,0
20789084,How are you closing your application right now?,2013-02-12 15:57:45.493000 UTC,14836428,804773,,0
66448103,`<null>` is not a string. The quotes appear only in the dictionary string representation for printing.,2016-09-19 08:56:34.107000 UTC,39569006,5044042,,1
37222056,Try this for starters: `sudo iptables -A INPUT -p tcp -m tcp --dport 80 -j ACCEPT` ; `/etc/init.d/iptables save`,2014-06-09 17:32:15.903000 UTC,24116867,2292812,,0
12682314,It'd probably be much more interesting if you asked a question about code you wish to further optimise.,2012-03-29 22:06:46.930000 UTC,9934158,42346,,1
45896259,"@abdolahS looks right to me, or did you want it reversed?",2015-03-02 14:28:07.976999 UTC,28383424,555045,,0
2602117,That's a cool solution.,2010-04-07 16:43:20.099999 UTC,2594135,5791,,0
67176537,"Because I loaded it with pandas.read_csv. Actually I wanted to ask, will it be faster with np.matrix or pandas dataframe?",2016-10-09 20:19:13.180000 UTC,39947565,4697430,,0
19110149,Thanks!. I'll try this right away!.,2012-12-14 09:05:57.099999 UTC,9012240,1259884,,0
48545292,"There's an error in context, I can't solve it.",2015-05-13 16:41:43.627000 UTC,30220533,4852643,,0
6624650,@Simon: the postback portion is copied directly from MSDN - this is the sample they provide. How do you know how deep your child objects will go?,2011-04-25 17:08:59.640000 UTC,5780317,210709,,0
2457880,might as well choose this as the answer... :),2010-03-18 06:42:05.023000 UTC,2460337,251986,,0
5686120,pls explain more abt your need.,2011-02-22 09:18:49.013000 UTC,5076170,438624,,0
70890950,"@Ekkehard.Horner your right, good catch...I was looking at the error and thinking what do they expect us to do with that. So this is really a batch question and has nothing to do with VBScript.",2017-01-25 14:06:43.157000 UTC,41853032,692942,,0
58385673,"Can I ask one last thing out of curiosity? C++ also uses ""call by value""?",2016-02-11 12:21:49.240000 UTC,35338614,3486475,,0
48511676,"@JMeo, I've added an edit.",2015-05-12 23:30:14.572999 UTC,30179417,419994,,0
27638429,nm if you set item it returns undefined I guess when you setItem,2013-09-11 20:31:42.423000 UTC,18750463,974959,,0
52133556,"`ggplot2::fortify(lm)` Plot it again with ggplot2, add the labels with `annotate` or `geom_text` or simply look at the table and find the values you need.",2015-08-20 14:11:46.586999 UTC,32120297,2272108,,2
31274233,"Javascript does have closures, and a quick Google search will tell you how they work, as we're not really interested in seeing some pseudo random code that has nothing to do with the question.",2013-12-30 22:51:19.170000 UTC,20848873,965051,,0
53296311,That proprietary library is likely the problem.,2015-09-22 21:09:29.397000 UTC,32725571,2195403,,0
54721483,"I was just about to add a comment to advice using the procmon.exe (process monitor from sysinternals) and seen Oleg's and upvoted. procmon.exe is a life saver when we face complex problems during app setups or third party library operations. Use it, and apply the filters: ""process name is sav32cli.exe"" and ""result is not SUCCESS"" and double click on the event reporting the failure and it will give you who the user is and what the path he is trying to access.",2015-11-01 22:23:07.130000 UTC,33391432,5497207,,0
14939433,why should I input it again ? I am already inputting the operand in the end of the loop,2012-07-05 13:03:23.079999 UTC,11344780,1504032,,0
37973058,Use [`$(selector).trigger(eventType)`](http://api.jquery.com/trigger/),2014-07-02 06:51:33.663000 UTC,24524599,1668533,,0
53824060,so where should I put the `free()` function?,2015-10-07 18:24:03.829999 UTC,32999556,4971970,,0
65621887,Can you be more specific? what does this plugin do?,2016-08-25 07:08:25.630000 UTC,39137267,255074,,0
37853478,"http://jsfiddle.net - [my ""working"" fiddle](http://jsfiddle.net/B3nnh/2/)",2014-06-27 20:15:02.200000 UTC,24375381,1210329,,0
58073092,Nice example with the goto! I see what the committee meant to do by preventing jumps past initializations but its not  bullet proof as jumps past deferred initializations are not forbidden.,2016-02-03 13:16:14.322999 UTC,35177468,181783,,0
16020853,"I'm not sure why you're trying to call `__soapCall` directly, as you shouldn't need to do so.  If you really have a use case, show us your `__soapCall` code",2012-08-17 16:33:58.967000 UTC,12009651,759517,,0
3337143,"While this does solve the problem, this increases likelyhood of making off-by-one access mistakes that throw run-time exceptions. Unless you actually have a usage for the index value of an item in a list, I'd much rather see and work with ""safer"" code like @spender's answer.",2010-07-12 21:50:00.519999 UTC,3232495,101827,,0
44332547,Have you scheduled a RemoveExistingProducts? Try the WiX majorupgrade tag. Plus a per -user will not upgrade a per system (and vice versa).,2015-01-15 17:58:41.312999 UTC,27953167,3261150,,0
65823972,Seems potentially slow to use a regex check when a simple `$_ == $new_id` would work just as well.,2016-08-31 07:59:13.730000 UTC,39243608,7231,,2
34929493,"When you install the `.ajaxStart()` handler inside the `document.ready()` callback, you're guaranteeing that it is NOT installed before `document.ready()`, but you seem to want it in force before `document.ready()`.  You will either need to make your ajax calls wait until `.ready()` or install the `.ajaxStart()` handler sooner if you want the two to see each other.",2014-04-06 03:33:33.213000 UTC,22889636,816620,,0
11270807,Thanks! I updated my interface (sometimes it doesn't automatically read class files) and now it works! thank you!,2012-01-24 20:16:23.890000 UTC,8991695,1167271,,0
45941477,You are comparing `num` with `None` while it is `largest` and `smallest` that you set to `None` at the start. Think about that for a while.,2015-03-03 15:45:56.892999 UTC,28835867,100297,,0
18449074,"I just tried launching it, still no luck :(",2012-11-20 22:49:31.509999 UTC,13483330,1786546,,0
8137586,"In such case the following EntityQuery fails.
Isn't the dynamic keyword supposed to mean I can put anything into the variable and it'll be resolved in runtime?",2011-07-27 13:40:02.532999 UTC,6841478,759141,,0
60817997,"@mirowth, if you have a class MyClass<A,B> and a member function that uses A, B, and another type parameter C, the member function could  be declared something like ""public <C> returnType..."".  It only has to declare the extra type parameter C because A and B are already defined as class type parameters. static functions can't inherit A and B from the class, so it has to list all of them before the return type, i.e. ""public static <A,B,C> returnType...""",2016-04-13 22:25:23.862999 UTC,36545436,3487617,,1
45825469,"Child still extends parent, but object does not.",2015-02-27 20:20:41.869999 UTC,28772056,1554027,,0
27510730,"I did try that just now, still not getting anything to happen.  Keeps failing, unable to find the login username field...

Thanks though.",2013-09-07 20:56:43.263000 UTC,18555667,1868970,,0
66498370,"ID and NAME tokens must begin with a letter `([A-Za-z])` and may be followed by any number of letters, digits `([0-9])`, hyphens `(""-"")`, underscores `(""_"")`, colons `("":"")`, and periods `(""."")`.",2016-09-20 13:02:19.157000 UTC,39594752,4746087,,1
36736645,I write that code but when I click on button it does not work.I see the console  it shows an error which say:back is undefined.`back` is the name of my function.,2014-05-26 09:52:56.663000 UTC,23865527,3212666,,0
48171695,"It's not really about DLL code, it's about thread ownership.  If you start the thread, you may (and probably should) initialize COM.  If you didn't, you may at most require the caller to have initialized COM in a specific way (e.g. single-threaded, multi-threaded, OLE).",2015-05-04 10:13:35.720000 UTC,30020529,800524,,0
62981601,"If `$content =~ s/â€™/'/g` works, then `$content` is encoded using UTF-8, so you need to do `$content = decode('UTF-8', $content);` first.",2016-06-10 19:46:22.763000 UTC,37755818,589924,,0
72271168,I'm already doing this? I don't have any control over the little pop up that appears...,2017-03-03 00:38:04.390000 UTC,42568571,2537988,,0
42851555,"Nope, the option is not there.",2014-11-28 03:59:51.009999 UTC,27181346,691810,,1
24933097,"well, you should google these things first.
assume, your outlet for your textfield is ""txtField"", it will be `txtField.delegate = self`. And add UITextFieldDelegete in your .h file",2013-06-20 11:31:22.473000 UTC,17212328,1554632,,1
52682282,Here is the full page http://jsfiddle.net/9ndyzzaf/6/,2015-09-04 21:52:57.013000 UTC,32406801,1186050,,0
37994061,"But in order to use a parser in conjunction with Action like `def send = Action(BodyParser(rh =>bodyParser).map(Right(_))) { request =>` `bodyParser` must return `Either[SimpleResult,?]` , no? `type mismatch; found : play.api.libs.iteratee.Iteratee[Array[Byte],Unit] required: 
 play.api.libs.iteratee.Iteratee[Array[Byte],Either[play.api.mvc.SimpleResult,?]]`",2014-07-02 15:57:25.440000 UTC,24535663,2066049,,0
71822125,@Lucas See http://stackoverflow.com/a/41194287/,2017-02-20 00:51:41.933000 UTC,42334685,2801559,,0
56509951,How are you getting the Id of the date?,2015-12-20 18:26:31.552999 UTC,34383520,1938097,,0
13192613,"@user984260: I guess you could set the remote for just that branch: `git config branch.<branch-name>.remote no_push`. But if the branch is a local development branch, with its own name, is it really a problem? It won't be pushed by default (`git push` with no arguments by default pushes only branches which exist both locally and on the remote) and even if you do push it, you're just creating a new branch on the remote which you can promptly delete.",2012-04-21 16:51:51.703000 UTC,10260389,119963,,4
39689624,"but my sysdate gives me ""22-Aug-14 11:12:39 AM"" in which time section has "":"" 
Is it oracle format of time is different than it show ?",2014-08-22 03:16:01.632999 UTC,25438782,3890249,,0
27358575,From eclipse web browser? I can access it ok from chrome,2013-09-03 11:17:34.089999 UTC,18590703,329121,,0
69212017,Doesn't _have_ to be static - `Response Response = new Response();` is valid..,2016-12-06 17:41:45.726999 UTC,41001385,43846,,0
36508060,"Side note: you should **not** use the `sp_` prefix for your stored procedures. Microsoft has [reserved that prefix for its own use (see *Naming Stored Procedures*)](http://msdn.microsoft.com/en-us/library/ms190669%28v=sql.105%29.aspx), and you do run the risk of a name clash sometime in the future. [It's also bad for your stored procedure performance](http://www.sqlperformance.com/2012/10/t-sql-queries/sp_prefix). It's best to just simply avoid `sp_` and use something else as a prefix - or no prefix at all!",2014-05-19 20:57:44.647000 UTC,23746497,13302,,0
7012292,@tweoi Just post the minimum amount of code that reproduces the error.,2011-05-19 12:18:18.779999 UTC,6058408,374293,,0
